_id,Reference area,Source,Time,Value
85,Arab States,ILO - ILO Modelled Estimates,2009,8.4000000000000003552713678800500929355621337890625
86,Arab States,ILO - ILO Modelled Estimates,2010,8.9000000000000003552713678800500929355621337890625
87,Arab States,ILO - ILO Modelled Estimates,2011,9.5999999999999996447286321199499070644378662109375
88,Arab States,ILO - ILO Modelled Estimates,2012,10.4000000000000003552713678800500929355621337890625
89,Arab States,ILO - ILO Modelled Estimates,2013,10.699999999999999289457264239899814128875732421875
90,Arab States,ILO - ILO Modelled Estimates,2014,10.9000000000000003552713678800500929355621337890625
91,Arab States,ILO - ILO Modelled Estimates,2015,10.800000000000000710542735760100185871124267578125
92,Arab States,ILO - ILO Modelled Estimates,2016,11.0999999999999996447286321199499070644378662109375
93,Arab States,ILO - ILO Modelled Estimates,2017,10.5999999999999996447286321199499070644378662109375
94,Arab States,ILO - ILO Modelled Estimates,2018,11
95,Arab States,ILO - ILO Modelled Estimates,2019,11.0999999999999996447286321199499070644378662109375
96,Arab States,ILO - ILO Modelled Estimates,2020,11.0999999999999996447286321199499070644378662109375
97,Asia and the Pacific,ILO - ILO Modelled Estimates,2009,21.89999999999999857891452847979962825775146484375
98,Asia and the Pacific,ILO - ILO Modelled Estimates,2010,22
99,Asia and the Pacific,ILO - ILO Modelled Estimates,2011,21.800000000000000710542735760100185871124267578125
100,Asia and the Pacific,ILO - ILO Modelled Estimates,2012,21.5
101,Asia and the Pacific,ILO - ILO Modelled Estimates,2013,22
102,Asia and the Pacific,ILO - ILO Modelled Estimates,2014,22.300000000000000710542735760100185871124267578125
103,Asia and the Pacific,ILO - ILO Modelled Estimates,2015,22.39999999999999857891452847979962825775146484375
104,Asia and the Pacific,ILO - ILO Modelled Estimates,2016,22.60000000000000142108547152020037174224853515625
105,Asia and the Pacific,ILO - ILO Modelled Estimates,2017,22.699999999999999289457264239899814128875732421875
106,Asia and the Pacific,ILO - ILO Modelled Estimates,2018,23.10000000000000142108547152020037174224853515625
107,Asia and the Pacific,ILO - ILO Modelled Estimates,2019,23.5
108,Asia and the Pacific,ILO - ILO Modelled Estimates,2020,23.300000000000000710542735760100185871124267578125
109,Europe and Central Asia,ILO - ILO Modelled Estimates,2009,33.2999999999999971578290569595992565155029296875
110,Europe and Central Asia,ILO - ILO Modelled Estimates,2010,33.89999999999999857891452847979962825775146484375
111,Europe and Central Asia,ILO - ILO Modelled Estimates,2011,34.10000000000000142108547152020037174224853515625
112,Europe and Central Asia,ILO - ILO Modelled Estimates,2012,34.10000000000000142108547152020037174224853515625
113,Europe and Central Asia,ILO - ILO Modelled Estimates,2013,33.89999999999999857891452847979962825775146484375
114,Europe and Central Asia,ILO - ILO Modelled Estimates,2014,33.7000000000000028421709430404007434844970703125
115,Europe and Central Asia,ILO - ILO Modelled Estimates,2015,34
116,Europe and Central Asia,ILO - ILO Modelled Estimates,2016,34.60000000000000142108547152020037174224853515625
117,Europe and Central Asia,ILO - ILO Modelled Estimates,2017,34.39999999999999857891452847979962825775146484375
118,Europe and Central Asia,ILO - ILO Modelled Estimates,2018,34.5
119,Europe and Central Asia,ILO - ILO Modelled Estimates,2019,35.2999999999999971578290569595992565155029296875
120,Europe and Central Asia,ILO - ILO Modelled Estimates,2020,35.7999999999999971578290569595992565155029296875
121,Afghanistan,HIES - Living Conditions Survey,2014,6.4000000000000003552713678800500929355621337890625
122,Afghanistan,HIES - Living Conditions Survey,2017,4.0999999999999996447286321199499070644378662109375
123,Afghanistan,LFS - Labour Force Survey,2020,4.9000000000000003552713678800500929355621337890625
124,Albania,LFS - Labour Force Survey,2009,22.5
125,Albania,LFS - Labour Force Survey,2010,19.10000000000000142108547152020037174224853515625
126,Albania,LFS - Labour Force Survey,2012,16.10000000000000142108547152020037174224853515625
127,Albania,LFS - Labour Force Survey,2013,31.89999999999999857891452847979962825775146484375
128,Albania,LFS - Labour Force Survey,2014,18.699999999999999289457264239899814128875732421875
129,Albania,LFS - Labour Force Survey,2015,19.800000000000000710542735760100185871124267578125
130,Albania,LFS - Labour Force Survey,2016,24.10000000000000142108547152020037174224853515625
131,Albania,LFS - Labour Force Survey,2017,22.60000000000000142108547152020037174224853515625
132,Albania,LFS - Labour Force Survey,2018,29.300000000000000710542735760100185871124267578125
133,Albania,LFS - Labour Force Survey,2019,34.10000000000000142108547152020037174224853515625
134,Algeria,LFS - Enquête Emploi auprès des Ménages,2013,10.5999999999999996447286321199499070644378662109375
135,Algeria,LFS - Enquête Emploi auprès des Ménages,2014,9.9000000000000003552713678800500929355621337890625
136,Algeria,LFS - Enquête Emploi auprès des Ménages,2017,8.4000000000000003552713678800500929355621337890625
137,Angola,HIES - Questionnaire sur les Indicateurs de Base du Bien-être,2009,14.800000000000000710542735760100185871124267578125
138,Angola,LFS - Inquérito ao Emprego,2010,29.800000000000000710542735760100185871124267578125
139,Angola,HIES - Questionnaire sur les Indicateurs de Base du Bien-être,2011,31.89999999999999857891452847979962825775146484375
140,Angola,PC - Recensements de Population,2014,19.699999999999999289457264239899814128875732421875
141,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2009,32.39999999999999857891452847979962825775146484375
142,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2010,29.800000000000000710542735760100185871124267578125
143,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2011,28
144,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2012,30.39999999999999857891452847979962825775146484375
145,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2013,30.300000000000000710542735760100185871124267578125
146,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2014,30.60000000000000142108547152020037174224853515625
147,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2017,31.60000000000000142108547152020037174224853515625
148,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2018,32.60000000000000142108547152020037174224853515625
149,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2019,31.60000000000000142108547152020037174224853515625
150,Argentina,LFS - Encuesta Permanente de Hogares (Urbano),2020,33
151,Armenia,PC - Population Census,2011,31.699999999999999289457264239899814128875732421875
152,Armenia,HIES - Households' Integrated Living Conditions Survey,2013,28.800000000000000710542735760100185871124267578125
153,Armenia,LFS - Household Labour Force Survey,2014,32.39999999999999857891452847979962825775146484375
154,Armenia,LFS - Household Labour Force Survey,2015,29.10000000000000142108547152020037174224853515625
155,Armenia,LFS - Household Labour Force Survey,2016,29.5
156,Armenia,LFS - Household Labour Force Survey,2017,28.699999999999999289457264239899814128875732421875
157,Armenia,LFS - Household Labour Force Survey,2018,25.800000000000000710542735760100185871124267578125
158,Armenia,LFS - Household Labour Force Survey,2019,26.199999999999999289457264239899814128875732421875
159,Aruba,PC - Population and Housing Census,2010,41
160,Aruba,LFS - Labour Force Survey,2011,42.7999999999999971578290569595992565155029296875
161,Australia,LFS - Labour Force Survey,2009,35.5
162,Australia,LFS - Labour Force Survey,2010,34.39999999999999857891452847979962825775146484375
163,Australia,LFS - Labour Force Survey,2011,36.10000000000000142108547152020037174224853515625
164,Australia,LFS - Labour Force Survey,2012,35.7000000000000028421709430404007434844970703125
165,Australia,LFS - Labour Force Survey,2013,35.7999999999999971578290569595992565155029296875
166,Australia,LFS - Labour Force Survey,2014,36.2999999999999971578290569595992565155029296875
167,Australia,LFS - Labour Force Survey,2015,37.7000000000000028421709430404007434844970703125
168,Australia,LFS - Labour Force Survey,2016,36.7000000000000028421709430404007434844970703125
169,Australia,LFS - Labour Force Survey,2017,38.7000000000000028421709430404007434844970703125
170,Australia,LFS - Labour Force Survey,2018,37.7999999999999971578290569595992565155029296875
171,Australia,LFS - Labour Force Survey,2019,39.2000000000000028421709430404007434844970703125
172,Australia,LFS - Labour Force Survey,2020,40
173,Austria,LFS - EU Labour Force Survey,2009,27.300000000000000710542735760100185871124267578125
174,Austria,LFS - EU Labour Force Survey,2010,28.89999999999999857891452847979962825775146484375
175,Austria,LFS - EU Labour Force Survey,2011,27.5
176,Austria,LFS - EU Labour Force Survey,2012,30.10000000000000142108547152020037174224853515625
177,Austria,LFS - EU Labour Force Survey,2013,29.300000000000000710542735760100185871124267578125
178,Austria,LFS - EU Labour Force Survey,2014,30.300000000000000710542735760100185871124267578125
179,Austria,LFS - EU Labour Force Survey,2015,29.699999999999999289457264239899814128875732421875
180,Austria,LFS - EU Labour Force Survey,2016,31.800000000000000710542735760100185871124267578125
181,Austria,LFS - EU Labour Force Survey,2017,31.800000000000000710542735760100185871124267578125
182,Austria,LFS - EU Labour Force Survey,2018,31.60000000000000142108547152020037174224853515625
183,Austria,LFS - EU Labour Force Survey,2019,33.2000000000000028421709430404007434844970703125
184,Austria,LFS - EU Labour Force Survey,2020,32.7999999999999971578290569595992565155029296875
185,Azerbaijan,LFS - Labour Force Survey,2009,19.199999999999999289457264239899814128875732421875
186,Azerbaijan,LFS - Labour Force Survey,2010,25.5
187,Azerbaijan,LFS - Labour Force Survey,2011,32.7999999999999971578290569595992565155029296875
188,Azerbaijan,LFS - Labour Force Survey,2012,34.2000000000000028421709430404007434844970703125
189,Azerbaijan,LFS - Labour Force Survey,2013,33
190,Azerbaijan,LFS - Labour Force Survey,2014,34.5
191,Azerbaijan,LFS - Labour Force Survey,2015,35.10000000000000142108547152020037174224853515625
192,Azerbaijan,LFS - Labour Force Survey,2016,34.89999999999999857891452847979962825775146484375
193,Azerbaijan,LFS - Labour Force Survey,2017,34.5
194,Azerbaijan,LFS - Labour Force Survey,2018,38.10000000000000142108547152020037174224853515625
195,Azerbaijan,LFS - Labour Force Survey,2019,35.7999999999999971578290569595992565155029296875
196,Azerbaijan,LFS - Labour Force Survey,2020,35.5
197,Bahamas,LFS - Labour Force & Household Survey,2009,44.39999999999999857891452847979962825775146484375
198,Bahamas,LFS - Labour Force & Household Survey,2011,51.60000000000000142108547152020037174224853515625
199,Bahrain,OE - Estimates of Central informatics organization,2015,21.60000000000000142108547152020037174224853515625
200,Bangladesh,LFS - Labour Force Survey,2010,14.800000000000000710542735760100185871124267578125
201,Bangladesh,PC - Population Census,2011,5.4000000000000003552713678800500929355621337890625
202,Bangladesh,LFS - Labour Force Survey,2013,13.199999999999999289457264239899814128875732421875
203,Bangladesh,LFS - Labour Force Survey,2016,11.4000000000000003552713678800500929355621337890625
204,Bangladesh,LFS - Labour Force Survey,2017,10.699999999999999289457264239899814128875732421875
205,Barbados,LFS - Labour Force Survey,2013,48.2000000000000028421709430404007434844970703125
206,Barbados,LFS - Labour Force Survey,2014,48.60000000000000142108547152020037174224853515625
207,Barbados,LFS - Labour Force Survey,2015,50.89999999999999857891452847979962825775146484375
208,Barbados,LFS - Labour Force Survey,2016,49
209,Barbados,LFS - Labour Force Survey,2017,48.89999999999999857891452847979962825775146484375
210,Barbados,LFS - Labour Force Survey,2018,46.5
211,Barbados,LFS - Labour Force Survey,2019,45.89999999999999857891452847979962825775146484375
212,Belarus,PC - Population Census,2009,46.2999999999999971578290569595992565155029296875
213,Belarus,LFS - Labour Force Survey,2016,46
214,Belarus,LFS - Labour Force Survey,2017,47.60000000000000142108547152020037174224853515625
215,Belarus,LFS - Labour Force Survey,2018,47.2999999999999971578290569595992565155029296875
216,Belarus,LFS - Labour Force Survey,2019,49.10000000000000142108547152020037174224853515625
217,Belarus,LFS - Labour Force Survey,2020,50.5
218,Belgium,LFS - EU Labour Force Survey,2009,34
219,Belgium,LFS - EU Labour Force Survey,2010,34.10000000000000142108547152020037174224853515625
220,Belgium,LFS - EU Labour Force Survey,2011,29.89999999999999857891452847979962825775146484375
221,Belgium,LFS - EU Labour Force Survey,2012,32.39999999999999857891452847979962825775146484375
222,Belgium,LFS - EU Labour Force Survey,2013,31.39999999999999857891452847979962825775146484375
223,Belgium,LFS - EU Labour Force Survey,2014,31.699999999999999289457264239899814128875732421875
224,Belgium,LFS - EU Labour Force Survey,2015,32.60000000000000142108547152020037174224853515625
225,Belgium,LFS - EU Labour Force Survey,2016,32.7000000000000028421709430404007434844970703125
226,Belgium,LFS - EU Labour Force Survey,2017,33.5
227,Belgium,LFS - EU Labour Force Survey,2018,33.89999999999999857891452847979962825775146484375
228,Belgium,LFS - EU Labour Force Survey,2019,32.7000000000000028421709430404007434844970703125
229,Belgium,LFS - EU Labour Force Survey,2020,34.5
230,Belize,LFS - Labour Force Survey,2014,39.2999999999999971578290569595992565155029296875
231,Belize,LFS - Labour Force Survey,2015,46.39999999999999857891452847979962825775146484375
232,Belize,LFS - Labour Force Survey,2016,38.7000000000000028421709430404007434844970703125
233,Belize,LFS - Labour Force Survey,2017,51.10000000000000142108547152020037174224853515625
234,Belize,LFS - Labour Force Survey,2019,56.7000000000000028421709430404007434844970703125
235,Benin,HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages,2018,13.699999999999999289457264239899814128875732421875
236,Bermuda,LFS - Labour Force Survey,2009,48.89999999999999857891452847979962825775146484375
237,Bermuda,LFS - Labour Force Survey,2010,43.5
238,Bhutan,LFS - Labour Force Survey Report,2009,11.300000000000000710542735760100185871124267578125
239,Bhutan,LFS - Labour Force Survey Report,2010,49.2000000000000028421709430404007434844970703125
240,Bhutan,LFS - Labour Force Survey Report,2011,26.699999999999999289457264239899814128875732421875
241,Bhutan,LFS - Labour Force Survey Report,2012,27.60000000000000142108547152020037174224853515625
242,Bhutan,LFS - Labour Force Survey Report,2013,17
243,Bhutan,LFS - Labour Force Survey Report,2014,16.5
244,Bhutan,LFS - Labour Force Survey Report,2015,18.5
245,Bolivia,HIES - Encuesta de Hogares,2009,35.10000000000000142108547152020037174224853515625
246,Bolivia,HIES - Encuesta de Hogares,2011,35.7000000000000028421709430404007434844970703125
247,Bolivia,HIES - Encuesta de Hogares,2012,31.39999999999999857891452847979962825775146484375
248,Bolivia,HIES - Encuesta de Hogares,2013,34
249,Bolivia,HIES - Encuesta de Hogares,2014,39.39999999999999857891452847979962825775146484375
250,Bolivia,HIES - Encuesta de Hogares,2015,37.10000000000000142108547152020037174224853515625
251,Bolivia,LFS - Encuesta Continua de Empleo,2016,35.7000000000000028421709430404007434844970703125
252,Bolivia,LFS - Encuesta Continua de Empleo,2017,35.2999999999999971578290569595992565155029296875
253,Bolivia,LFS - Encuesta Continua de Empleo,2018,38.7999999999999971578290569595992565155029296875
254,Bolivia,HIES - Encuesta de Hogares,2019,29.199999999999999289457264239899814128875732421875
255,Bolivia,HIES - Encuesta de Hogares,2020,30.10000000000000142108547152020037174224853515625
256,Bosnia and Herzegovina,LFS - Labour Force Survey,2009,25.199999999999999289457264239899814128875732421875
257,Bosnia and Herzegovina,LFS - Labour Force Survey,2010,23.800000000000000710542735760100185871124267578125
258,Bosnia and Herzegovina,LFS - Labour Force Survey,2011,21.39999999999999857891452847979962825775146484375
259,Bosnia and Herzegovina,LFS - Labour Force Survey,2012,24.199999999999999289457264239899814128875732421875
260,Bosnia and Herzegovina,LFS - Labour Force Survey,2013,22.800000000000000710542735760100185871124267578125
261,Bosnia and Herzegovina,LFS - Labour Force Survey,2014,24.10000000000000142108547152020037174224853515625
262,Bosnia and Herzegovina,LFS - Labour Force Survey,2015,22
263,Bosnia and Herzegovina,LFS - Labour Force Survey,2016,21.60000000000000142108547152020037174224853515625
264,Bosnia and Herzegovina,LFS - Labour Force Survey,2017,20.300000000000000710542735760100185871124267578125
265,Bosnia and Herzegovina,LFS - Labour Force Survey,2018,25.89999999999999857891452847979962825775146484375
266,Bosnia and Herzegovina,LFS - Labour Force Survey,2019,24.300000000000000710542735760100185871124267578125
267,Bosnia and Herzegovina,LFS - Labour Force Survey,2020,25.10000000000000142108547152020037174224853515625
268,Botswana,HS - Botswana Core Welfare Indicators (Poverty) Survey,2009,37.89999999999999857891452847979962825775146484375
269,Botswana,HS - Botswana Core Welfare Indicators (Poverty) Survey,2010,38.60000000000000142108547152020037174224853515625
270,Botswana,HS - Multi-Topic Household Survey,2019,54.39999999999999857891452847979962825775146484375
271,Botswana,HS - Multi-Topic Household Survey,2020,55.2000000000000028421709430404007434844970703125
272,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios,2009,35.7000000000000028421709430404007434844970703125
273,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios,2011,36.10000000000000142108547152020037174224853515625
274,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2012,38
275,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2013,38
276,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2014,38.7000000000000028421709430404007434844970703125
277,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2015,39.39999999999999857891452847979962825775146484375
278,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2016,39.60000000000000142108547152020037174224853515625
279,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2017,39.89999999999999857891452847979962825775146484375
280,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2018,39.60000000000000142108547152020037174224853515625
281,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2019,39.39999999999999857891452847979962825775146484375
282,Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2020,38.2000000000000028421709430404007434844970703125
283,Brunei Darussalam,LFS - Labour Force Survey,2014,33.60000000000000142108547152020037174224853515625
284,Brunei Darussalam,LFS - Labour Force Survey,2017,41.2999999999999971578290569595992565155029296875
285,Brunei Darussalam,LFS - Labour Force Survey,2018,36.60000000000000142108547152020037174224853515625
286,Brunei Darussalam,LFS - Labour Force Survey,2019,33
287,Bulgaria,LFS - EU Labour Force Survey,2009,32.10000000000000142108547152020037174224853515625
288,Bulgaria,LFS - EU Labour Force Survey,2010,33.2999999999999971578290569595992565155029296875
289,Bulgaria,LFS - EU Labour Force Survey,2011,36.7000000000000028421709430404007434844970703125
290,Bulgaria,LFS - EU Labour Force Survey,2012,36.39999999999999857891452847979962825775146484375
291,Bulgaria,LFS - EU Labour Force Survey,2013,36.5
292,Bulgaria,LFS - EU Labour Force Survey,2014,36.7000000000000028421709430404007434844970703125
293,Bulgaria,LFS - EU Labour Force Survey,2015,36.5
294,Bulgaria,LFS - EU Labour Force Survey,2016,37.89999999999999857891452847979962825775146484375
295,Bulgaria,LFS - EU Labour Force Survey,2017,39.2000000000000028421709430404007434844970703125
296,Bulgaria,LFS - EU Labour Force Survey,2018,38.60000000000000142108547152020037174224853515625
297,Bulgaria,LFS - EU Labour Force Survey,2019,39
298,Bulgaria,LFS - EU Labour Force Survey,2020,41.2999999999999971578290569595992565155029296875
299,Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,2018,58.10000000000000142108547152020037174224853515625
300,Burundi,HIES - Enquête sur les Conditions de Vie des Ménages,2014,27.39999999999999857891452847979962825775146484375
301,Burundi,HIES - Enquête sur les Conditions de Vie des Ménages,2017,32.39999999999999857891452847979962825775146484375
302,Cambodia,HIES - Household Socio-Economic Survey,2009,18.39999999999999857891452847979962825775146484375
303,Cambodia,HIES - Household Socio-Economic Survey,2010,18
304,Cambodia,HIES - Household Socio-Economic Survey,2011,19.39999999999999857891452847979962825775146484375
305,Cambodia,LFS - Labour Force Survey,2012,30.89999999999999857891452847979962825775146484375
306,Cambodia,HIES - Household Socio-Economic Survey,2013,28.5
307,Cambodia,HIES - Household Socio-Economic Survey,2014,24.300000000000000710542735760100185871124267578125
308,Cambodia,HIES - Household Socio-Economic Survey,2015,29.5
309,Cambodia,HIES - Household Socio-Economic Survey,2016,34.10000000000000142108547152020037174224853515625
310,Cambodia,HIES - Household Socio-Economic Survey,2017,24.10000000000000142108547152020037174224853515625
311,Cambodia,LFS - Labour Force Survey,2019,31
312,Cameroon,HS - Enquête auprès des Ménages,2014,49.2999999999999971578290569595992565155029296875
313,Canada,LFS - Labour Force Survey,2009,37
314,Canada,LFS - Labour Force Survey,2010,36.7999999999999971578290569595992565155029296875
315,Canada,LFS - Labour Force Survey,2011,37.10000000000000142108547152020037174224853515625
316,Canada,LFS - Labour Force Survey,2012,36.39999999999999857891452847979962825775146484375
317,Canada,LFS - Labour Force Survey,2013,35.7999999999999971578290569595992565155029296875
318,Canada,LFS - Labour Force Survey,2014,35.5
319,Cape Verde,LFS - Inquérito Multi-Objectivo Contínuo Estatísticas do Emprego e Mercado de Trabalho,2015,42.2999999999999971578290569595992565155029296875
320,Cape Verde,LFS - Inquérito Multi-Objectivo Contínuo Estatísticas do Emprego e Mercado de Trabalho,2017,43.7999999999999971578290569595992565155029296875
321,Cape Verde,LFS - Inquérito Multi-Objectivo Contínuo Estatísticas do Emprego e Mercado de Trabalho,2018,42.5
